plan,nominal_value,abstract_distance,proxy_score,initiation_violation,termination_drift,reachability_gap,boundary_surprise,public_boundary_risk,chain_executability_estimate,true_executability,true_utility,dataset,mode,selector,horizon,seed,N
bridge_0->local_0->bridge_2->local_4,5.5462532022764615,4.129836042985927,6.483554707024115,0.7540882310737744,0.5881997038387967,0.0,1.1853992314261388,1.995157494571802,0.409491777695042,0.015064062188600933,-0.07645089684718032,selection,miscalibrated,proxy_tail,4,0,1
bridge_0->local_0->bridge_2->local_4,5.5462532022764615,4.129836042985927,6.483554707024115,0.7540882310737744,0.5881997038387967,0.0,1.1853992314261388,1.995157494571802,0.409491777695042,0.015064062188600933,-0.07645089684718032,selection,miscalibrated,boundary_sieve,4,0,1
leap_0->leap_2->leap_3->bridge_5,11.979214109691272,7.8041149062687145,15.127497129702926,0.7597929990650231,1.0331531888237204,1.3941149062687141,2.0140865753895905,4.219880985082512,0.15355858094611766,0.00837688659064649,-0.059651481958043956,selection,miscalibrated,proxy_tail,4,0,4
bridge_0->local_1->bridge_2->bridge_3,6.4215054707418195,4.633504806463629,7.867116949719602,0.0,0.7076415434499598,0.0,0.19362852221216603,0.6919717741978758,0.7670747702431243,0.4654960774070459,2.8291856076782027,selection,miscalibrated,boundary_sieve,4,0,4
leap_0->leap_2->leap_3->bridge_5,11.979214109691272,7.8041149062687145,15.127497129702926,0.7597929990650231,1.0331531888237204,1.3941149062687141,2.0140865753895905,4.219880985082512,0.15355858094611766,0.00837688659064649,-0.059651481958043956,selection,miscalibrated,proxy_tail,4,0,16
bridge_0->bridge_1->leap_2->leap_4,9.84295157030629,6.684636206940838,12.658764495062735,0.0,1.0843778166391995,0.8272455118371438,0.2730205296500487,1.830848833829178,0.44992118637919415,0.13154728963679574,1.1348136011000352,selection,miscalibrated,boundary_sieve,4,0,16
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.486089943403048,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,proxy_tail,4,0,64
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.486089943403048,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,0,64
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.182732113598647,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,selection,miscalibrated,proxy_tail,4,0,256
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.98696875010557,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,0,256
leap_1->bridge_5->leap_6->bridge_8,9.99390050124569,7.304233220185878,12.13631161305593,1.9062912885952754,1.079697832171213,1.0584397074020735,3.92154371713844,6.324570692504201,0.0596200287683066,0.00011554536893958662,-0.15884525107943806,selection,miscalibrated,proxy_tail,4,1,1
leap_1->bridge_5->leap_6->bridge_8,9.99390050124569,7.304233220185878,12.13631161305593,1.9062912885952754,1.079697832171213,1.0584397074020735,3.92154371713844,6.324570692504201,0.0596200287683066,0.00011554536893958662,-0.15884525107943806,selection,miscalibrated,boundary_sieve,4,1,1
leap_1->bridge_5->leap_6->bridge_8,9.99390050124569,7.304233220185878,12.13631161305593,1.9062912885952754,1.079697832171213,1.0584397074020735,3.92154371713844,6.324570692504201,0.0596200287683066,0.00011554536893958662,-0.15884525107943806,selection,miscalibrated,proxy_tail,4,1,4
local_0->bridge_1->leap_2->leap_4,9.157952866221112,6.166341314689895,11.864706426629288,0.0,0.988773840754188,0.8272455118371438,0.23822250854258942,1.73174693940132,0.4671382734262453,0.1598095857709464,1.3035286540606472,selection,miscalibrated,boundary_sieve,4,1,4
bridge_0->leap_0->leap_2->leap_3,11.866295632246429,7.484245531373632,14.175001772724462,1.7667088265743867,1.033514118074177,1.345892221435217,4.367459249677193,6.710966243687359,0.05257029216734406,0.0003371478074275165,-0.1559993044453014,selection,miscalibrated,proxy_tail,4,1,16
leap_0->leap_2->local_5->bridge_6,9.56439955327636,6.141134194116253,12.666558428186798,0.0,0.8839476276124629,0.956887827923639,0.25634808085712807,1.7828277911745607,0.4522866971876435,0.08640584288455773,0.6664200050855312,selection,miscalibrated,boundary_sieve,4,1,16
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.573383585507145,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,selection,miscalibrated,proxy_tail,4,1,64
leap_0->leap_2->bridge_4->bridge_5,10.541632700870261,7.1599570834314585,14.008250610438534,0.0,0.909810325520438,1.0051105127571363,0.2704340992317003,1.858485412036235,0.4370624577717864,0.11119003674314398,1.0121245273424926,selection,miscalibrated,boundary_sieve,4,1,64
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.573383585507145,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,selection,miscalibrated,proxy_tail,4,1,256
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.606131783775325,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,1,256
bridge_0->leap_0->leap_2->local_3,9.551115725698107,6.332911171764638,11.627282295488016,1.2610472479814105,0.8503376892307453,0.956887827923639,2.882187490764757,4.723782704890556,0.12372412258074407,0.0019384031795740585,-0.141486086908827,selection,miscalibrated,proxy_tail,4,2,1
bridge_0->leap_0->leap_2->local_3,9.551115725698107,6.332911171764638,11.627282295488016,1.2610472479814105,0.8503376892307453,0.956887827923639,2.882187490764757,4.723782704890556,0.12372412258074407,0.0019384031795740585,-0.141486086908827,selection,miscalibrated,boundary_sieve,4,2,1
local_0->leap_0->leap_2->leap_4,10.609597901178944,6.917710804696007,13.558813559619562,0.43189654789418463,1.014778705652144,1.2976523870085357,1.2719724010733096,3.3032713407716603,0.22997775974808277,0.020493052844293563,0.05742305044556617,selection,miscalibrated,proxy_tail,4,2,4
local_0->leap_0->leap_2->leap_4,10.609597901178944,6.917710804696007,13.558813559619562,0.43189654789418463,1.014778705652144,1.2976523870085357,1.2719724010733096,3.3032713407716603,0.22997775974808277,0.020493052844293563,0.05742305044556617,selection,miscalibrated,boundary_sieve,4,2,4
leap_0->leap_3->leap_5->bridge_6,11.333822664221268,7.911695954786974,14.391914543175732,1.4313248862632681,1.0875940186204898,1.8616119065351509,2.9290670417571216,5.973824989510182,0.06621563677107307,0.0006613672484001924,-0.15250418089070825,selection,miscalibrated,proxy_tail,4,2,16
leap_0->bridge_2->leap_3->bridge_5,10.148076587835927,7.004669173290729,13.031586015303464,0.0,0.9341769913790827,0.907633953516467,0.27628804828782894,1.7891810803309987,0.4539089986262601,0.12299394769296969,1.0881520010285424,selection,miscalibrated,boundary_sieve,4,2,16
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.188297556335954,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,selection,miscalibrated,proxy_tail,4,2,64
leap_0->bridge_2->leap_3->bridge_5,10.148076587835927,7.004669173290729,13.35646506872553,0.0,0.9341769913790827,0.907633953516467,0.27628804828782894,1.7891810803309987,0.4539089986262601,0.12299394769296969,1.0881520010285424,selection,miscalibrated,boundary_sieve,4,2,64
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.604398864386138,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,selection,miscalibrated,proxy_tail,4,2,256
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.797113566482928,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,2,256
bridge_0->leap_1->bridge_3->local_4,7.68571396196743,5.6453130448262225,9.8156422899329,0.0,0.8144432125266122,0.5647814867708325,0.28178170431665944,1.3712550902594092,0.5553963463617654,0.20794404351147286,1.4381984385240898,selection,miscalibrated,proxy_tail,4,3,1
bridge_0->leap_1->bridge_3->local_4,7.68571396196743,5.6453130448262225,9.8156422899329,0.0,0.8144432125266122,0.5647814867708325,0.28178170431665944,1.3712550902594092,0.5553963463617654,0.20794404351147286,1.4381984385240898,selection,miscalibrated,boundary_sieve,4,3,1
bridge_0->leap_1->local_4->leap_4,8.547334726626323,6.208288451379922,11.18380083291138,0.0,0.9603242044975777,0.9055460458557292,0.2381184570103682,1.7833051042177444,0.45403111917476263,0.08891463441817259,0.5999831424677305,selection,miscalibrated,proxy_tail,4,3,4
bridge_0->leap_1->local_4->leap_4,8.547334726626323,6.208288451379922,11.18380083291138,0.0,0.9603242044975777,0.9055460458557292,0.2381184570103682,1.7833051042177444,0.45403111917476263,0.08891463441817259,0.5999831424677305,selection,miscalibrated,boundary_sieve,4,3,4
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.10245075422795,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,selection,miscalibrated,proxy_tail,4,3,16
leap_0->local_2->leap_3->leap_5,10.579914739560204,7.434993840481765,14.155528680219227,0.0,0.9401694065843775,1.8616119065351509,0.2401693797218028,2.676776933295067,0.2886726877098044,0.060571467739571554,0.4808409643346885,selection,miscalibrated,boundary_sieve,4,3,16
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.10245075422795,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,selection,miscalibrated,proxy_tail,4,3,64
leap_0->leap_2->bridge_5->leap_6,11.763470915144097,7.86054604855488,15.420560297134887,0.10505569587188024,1.0911280304423163,1.45054604855488,0.4529505898275125,2.6503947497407525,0.30084872285289077,0.03172939692845239,0.21324783792291216,selection,miscalibrated,boundary_sieve,4,3,64
leap_0->leap_2->leap_5->leap_8,12.875583697662336,9.226565160280106,17.569679082518668,0.5742741653342904,1.196131803519489,2.746565160280106,1.8113583889901035,5.31779946325955,0.08897186219357224,0.0034931676880515156,-0.11502342706252308,selection,miscalibrated,proxy_tail,4,3,256
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.770720231436623,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,3,256
leap_0->bridge_1->leap_2->local_4,9.525596631870927,6.320314308674697,11.875930213297034,0.31675983432492527,0.8339476925116287,0.956887827923639,0.7785275819990488,2.399004353161067,0.3401848840019936,0.032360330981738086,0.1482514598058727,selection,miscalibrated,proxy_tail,4,4,1
leap_0->bridge_1->leap_2->local_4,9.525596631870927,6.320314308674697,11.875930213297034,0.31675983432492527,0.8339476925116287,0.956887827923639,0.7785275819990488,2.399004353161067,0.3401848840019936,0.032360330981738086,0.1482514598058727,selection,miscalibrated,boundary_sieve,4,4,1
leap_0->leap_3->leap_4->leap_6,12.425204172125484,8.12561136356561,15.813804620463687,0.6599238711141255,1.2472387984460749,1.6456113635656102,1.8009807720473592,4.391683207089098,0.14108978411025822,0.004628045368363571,-0.10249559138022293,selection,miscalibrated,proxy_tail,4,4,4
leap_0->bridge_1->leap_2->local_4,9.525596631870927,6.320314308674697,11.875930213297034,0.31675983432492527,0.8339476925116287,0.956887827923639,0.7785275819990488,2.399004353161067,0.3401848840019936,0.032360330981738086,0.1482514598058727,selection,miscalibrated,boundary_sieve,4,4,4
leap_0->leap_1->leap_5->leap_7,12.533075638726885,9.609113746538615,16.593883485129773,1.883250177034093,1.198890625374602,3.1291137465386134,4.959103315232449,9.038437891446549,0.017508735148121273,5.873313664296508e-05,-0.15926389315595404,selection,miscalibrated,proxy_tail,4,4,16
leap_0->local_2->leap_3->bridge_5,9.427325077510224,6.411015887463081,12.092830887870022,0.0,0.8233234464371104,0.907633953516467,0.2401693797218028,1.6770211098095038,0.4737091863448829,0.1612426543762309,1.3600869191653553,selection,miscalibrated,boundary_sieve,4,4,16
leap_1->leap_3->leap_5->leap_7,12.668136658032086,9.5277112648788,17.28073191002974,1.2644925318661868,1.2403573978101732,3.0477112648787994,3.2958354658518356,7.294397204552879,0.036773851723191815,0.000135385239289142,-0.15828492128720478,selection,miscalibrated,proxy_tail,4,4,64
leap_0->leap_2->bridge_5->leap_7,11.916328789896351,8.506835259501344,16.338225129438214,0.10505569587188024,1.0614220139173225,2.0968352595013444,0.4529505898275125,3.240604686919898,0.2227153860501655,0.021262139677916063,0.09336664717874868,selection,miscalibrated,boundary_sieve,4,4,64
leap_1->leap_3->leap_5->leap_7,12.668136658032086,9.5277112648788,17.28073191002974,1.2644925318661868,1.2403573978101732,3.0477112648787994,3.2958354658518356,7.294397204552879,0.036773851723191815,0.000135385239289142,-0.15828492128720478,selection,miscalibrated,proxy_tail,4,4,256
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.533004821925996,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,selection,miscalibrated,boundary_sieve,4,4,256
local_1->leap_1->bridge_3->bridge_3,7.875967526347611,5.630686916052982,9.868412009475923,0.8358742233418818,0.8382810762527636,0.5647814867708325,1.3679129873198355,2.932184938534277,0.26416808997725255,0.005681370486239009,-0.11525371054523184,selection,miscalibrated,proxy_tail,4,5,1
local_1->leap_1->bridge_3->bridge_3,7.875967526347611,5.630686916052982,9.868412009475923,0.8358742233418818,0.8382810762527636,0.5647814867708325,1.3679129873198355,2.932184938534277,0.26416808997725255,0.005681370486239009,-0.11525371054523184,selection,miscalibrated,boundary_sieve,4,5,1
leap_0->bridge_2->leap_4->bridge_6,9.504101491702436,6.548290702282373,11.778369267555076,0.4330226626603915,1.0302263035639785,0.8111714342562886,1.2187442751543394,2.820000346905369,0.29192521823052925,0.036131683677973425,0.1833991887415478,selection,miscalibrated,proxy_tail,4,5,4
local_0->local_1->local_1->leap_2,6.68557021283992,4.167193618879228,8.15955941512997,0.0,0.5806754724104084,0.4864809527522471,0.12197648161372163,1.0059819960918805,0.6416435774213983,0.24578250889153533,1.4831962202823115,selection,miscalibrated,boundary_sieve,4,5,4
leap_0->leap_3->leap_5->local_7,10.68781471429438,7.364314329409018,13.90296954666627,0.5393287663496363,0.9704154272526496,1.8616119065351509,1.5320586705928627,4.08003055524551,0.1580407731850734,0.007548720028540367,-0.07932067900487758,selection,miscalibrated,proxy_tail,4,5,16
leap_0->bridge_2->bridge_3->leap_5,9.86734645824471,7.417431885329032,13.534609189614711,0.09574280963711607,0.9820105230183631,1.472607513023573,0.49514817662133653,2.6021746802280696,0.30743698151020105,0.0548006213527696,0.38073671701486045,selection,miscalibrated,boundary_sieve,4,5,16
leap_0->leap_2->leap_3->leap_5,13.131803771741252,8.828092859287398,17.403290207611416,0.7597929990650231,1.1499991489709875,2.348092859287398,2.0140865753895905,5.219636808568075,0.09357675460054583,0.003267305689938973,-0.11709438281742775,selection,miscalibrated,proxy_tail,4,5,64
leap_0->leap_2->bridge_5->leap_6,11.763470915144097,7.86054604855488,15.336028129275347,0.10505569587188024,1.0911280304423163,1.45054604855488,0.4529505898275125,2.6503947497407525,0.30084872285289077,0.03172939692845239,0.21324783792291216,selection,miscalibrated,boundary_sieve,4,5,64
leap_0->leap_2->leap_5->leap_8,12.875583697662336,9.226565160280106,17.582311409609044,0.5742741653342904,1.196131803519489,2.746565160280106,1.8113583889901035,5.31779946325955,0.08897186219357224,0.0034931676880515156,-0.11502342706252308,selection,miscalibrated,proxy_tail,4,5,256
leap_0->leap_2->bridge_4->leap_5,11.694222362920241,8.183935036450142,16.061212303189436,0.0,1.026656285667705,1.95908846577582,0.2704340992317003,2.858241235521798,0.26634061153751437,0.04071719266857737,0.31615590506020963,selection,miscalibrated,boundary_sieve,4,5,256
